"STRAWBERRIES, WHITE, TRIMMED (50 X 2oz)",STRW50,"Strawberries, White",No,Snakpak,SNAKPAK 50CT,3.75
"SUGAR SNAPS, SNAKPAK  (50 X 2oz)",S5,Sugar Snaps,No,Snakpak,SNAKPAK 50CT,9
"SUGAR SNAPS, SNAKPAK  (50 X 4oz)",S5,Sugar Snaps,No,Snakpak,SNAKPAK 50CT,9
"SUGAR SNAPS, SNAKPAK (50 X 2oz) W/ LIGHT RANCH",S5W,Sugar Snaps,Yes,Snakpak,SNAKPAK 50CT,9
"SWEET POTATO STICKS, SNAKPAK (100 X 2oz)",SW100,"Potatoes, Sweet JBO",No,Snakpak,SNAKPAK 100CT,38
"SWEET POTATO STICKS, SNAKPAK (50 X 2oz)",SW50,"Potatoes, Sweet JBO",No,Snakpak,SNAKPAK 50CT,38
"SWEET POTATO STICKS, SNAKPAK (50 X 2oz) W/ LIGHT RANCH",SW5W,"Potatoes, Sweet JBO",Yes,Snakpak,SNAKPAK 50CT,38
"SWEET WHITE POTATO STICKS, SNAKPAK (50 X 2oz)",SWW50,"Potatoes, Sweet WHITE",No,Snakpak,SNAKPAK 50CT,38
"SWEET WHITE POTATO STICKS, SNAKPAK (50 X 2oz) W/ LIGHT RANCH",SWW5W,"Potatoes, Sweet WHITE",Yes,Snakpak,SNAKPAK 50CT,38
TANGERINE WEDGE SNAKPAK (50 X 3.5oz),TANG,"Tangerine, 140ct",No,Snakpak,SNAKPAK 50CT,38
TURNIP STICKS (50 X 2oz),TS,"Turnips, Cut 25#",No,Snakpak,SNAKPAK 50CT,20
TURNIP STICKS SNAKPAK (50 X 2oz) W/ LIGHT RANCH,TSW,"Turnips, Cut 25#",Yes,Snakpak,SNAKPAK 50CT,20
UGLY FRUIT  WEDGE SNAKPAK (50 X 3.5oz),UF,Ugly Fruit 30#,No,Snakpak,SNAKPAK 50CT,23
WATERMELON RADISH STICKS (50 X 2oz),WR,Watermelon Radish 20#,No,Snakpak,SNAKPAK 50CT,15
"WATERMELON, SNAKPAK, (50 X 2oz)",W50,"Watermelon, (IND)",No,Snakpak,SNAKPAK 50CT,7
"ZUCHHINI, SLICED W/ RANCH (50 X 2oz)",Z50W,"Squash, Zuke 1/2",Yes,Snakpak,SNAKPAK 50CT,17
"ZUCHHINI, SLICED (50 X 2oz)",Z50,"Squash, Zuke 1/2",No,Snakpak,SNAKPAK 50CT,17
BUTTERNUT STICKS 50/2OZ,TS,"Squash, Butternut",No,Snakpak,SNAKPAK 50CT,30
DAIKON COIIN CUT 50/2OZ,TS,Daikon Root ,No,Snakpak,SNAKPAK 50CT,9
MINI SWEET PEPPER,PSTK,Mini Sweet Pepper,No,Snakpak,SNAKPAK 50CT,5
HEIRLOOM GRAPE TOMATO ,GT,Grape Tomato Multicolor,No,Snakpak,SNAKPAK 50CT,9
"GRAPES, WHITE  (5# CASE)",GPL,"Grapes, White SL",No,Foodservice,1/5 FRUIT TRAY,18
GRAPE FRUIT 5#,OSL,Grape Fruit ,No,Foodservice,1/5 FRUIT TRAY,20
LEMONS WEDGES 50/2.3OZ,LW50,"Lemons, 140",NO,Snakpak,SNAKPAK 50CT,38
PARSNIP COIN CUT 50/2OZ,PAS50,"Parsnips, 25#",No,Snakpak,SNAKPAK 50CT,18
BROCCOLI FLORETS (4X3# CASE),BROF,Broccoli Crowns,No,Foodservice,2/4 SMALL COLLARD,10
CELERY STICKS (4X5# CASE),CELST,Celery 30 ct,No,Foodservice,2/4 SMALL COLLARD,32
CARROT STICKS (20# CASE),CARST,"Carrots,50#",No,Foodservice,2/4 SMALL COLLARD,32
CAULIFLOWER FLORETS (4X3# CASE),CFL,Cauliflower,No,Foodservice,2/4 SMALL COLLARD,16
APPLE RED CUP (4# CASE),GW,"Apples, Gala",No,Foodservice,8ct FRUIT CUPS,29
APPLE GREEN CUPS (4#CS),GRW,"Apples, Granny",No,Foodservice,8ct FRUIT CUPS,29
BLUEBERRIES CUPS  (4# CASE),BB,Blueberries 1 Pint,No,Foodservice,8ct FRUIT CUPS,9
CANTALOUPE CUPS (4# CASE),CANC,Canteloupes,No,Foodservice,8ct FRUIT CUPS,18
RED GRAPES CUPS (4# CASE),GPL,"Grapes, Red SL",No,Foodservice,8ct FRUIT CUPS,18
WHITE GRAPES CUPS (4# CASE),GPLW,"Grapes, White SL",No,Foodservice,8ct FRUIT CUPS,18
HONEYDEW CUPS (4# CASE),HON,Honeydews,No,Foodservice,8ct FRUIT CUPS,15
KIWI CUPS (4# CASE),KI,"Kiwi, Bulk",No,Foodservice,8ct FRUIT CUPS,19
MANGO CUPS (4# CASE),MANG,Mangoes,No,Foodservice,8ct FRUIT CUPS,6
ORANGES CUPS (4# CASE),OSL,"Oranges, 113 ct",No,Foodservice,8ct FRUIT CUPS,40
PEARS CUPS (4# CASE),PE50,"Pears, Green",No,Foodservice,8ct FRUIT CUPS,29
PINEAPPLES CUPS (4# CASE),PINC,Pineapples,No,Foodservice,8ct FRUIT CUPS,8.5
STRAWBERIES CUPS (4# CASE),STR,Strawberries ,No,Foodservice,8ct FRUIT CUPS,7.5
WATERMELON CUPS (4# CASE),WAC,"Watermelon, (IND)",No,Foodservice,8ct FRUIT CUPS,8
FRUIT MIX (4# CASE),FM,Fruit Mix ,No,Foodservice,8ct FRUIT CUPS,4
TROPICAL MIX (4#CASE),TMS,Tropical Mix,No,Foodservice,8ct FRUIT CUPS,3
APPLE RED CUP (6# CASE),FM,"Apples, Gala",No,Foodservice,8ct FRUIT CUPS,29
APPLE GREEN CUPS (6#CS),FM,"Apples, Granny",No,Foodservice,8ct FRUIT CUPS,29
BLUEBERRIES CUPS  (6# CASE),FM,Blueberries 1 Pint,No,Foodservice,8ct FRUIT CUPS,9
CANTALOUPE CUPS (6# CASE),FM,Canteloupes,No,Foodservice,8ct FRUIT CUPS,18
RED GRAPES CUPS (6# CASE),FM,"Grapes, Red SL",No,Foodservice,8ct FRUIT CUPS,18
WHITE GRAPES CUPS (6# CASE),FM,"Grapes, White SL",No,Foodservice,8ct FRUIT CUPS,18
HONEYDEW CUPS (6# CASE),FM,Honeydews,No,Foodservice,8ct FRUIT CUPS,15
KIWI CUPS (6# CASE),FM,"Kiwi, Bulk",No,Foodservice,8ct FRUIT CUPS,19
MANGO CUPS (6# CASE),FM,Mangoes,No,Foodservice,8ct FRUIT CUPS,6
ORANGES CUPS (6# CASE),FM,"Oranges, 113 ct",No,Foodservice,8ct FRUIT CUPS,40
PEARS CUPS (6# CASE),FM,"Pears, Green",No,Foodservice,8ct FRUIT CUPS,29
PINEAPPLES CUPS (6# CASE),FM,Pineapples,No,Foodservice,8ct FRUIT CUPS,8.5
STRAWBERIES CUPS (6# CASE),FM,Strawberries ,No,Foodservice,8ct FRUIT CUPS,7.5
WATERMELON CUPS (6# CASE),FM,"Watermelon, (IND)",No,Foodservice,8ct FRUIT CUPS,8
FRUIT MIX (6# CASE),FM,Fruit Mix ,No,Foodservice,8ct FRUIT CUPS,4
TROPICAL MIX (6#CASE),TMS,Tropical Mix,No,Foodservice,8ct FRUIT CUPS,3
APPLE RED CUP (3# CASE),FM,"Apples, Gala",No,Foodservice,8ct FRUIT CUPS,29
APPLE GREEN CUPS (3#CS),FM,"Apples, Granny",No,Foodservice,8ct FRUIT CUPS,29
BLUEBERRIES CUPS  (3# CASE),FM,Blueberries 1 Pint,No,Foodservice,8ct FRUIT CUPS,9
CANTALOUPE CUPS (3# CASE),FM,Canteloupes,No,Foodservice,8ct FRUIT CUPS,18
RED GRAPES CUPS (3# CASE),FM,"Grapes, Red SL",No,Foodservice,8ct FRUIT CUPS,18
WHITE GRAPES CUPS (3# CASE),FM,"Grapes, White SL",No,Foodservice,8ct FRUIT CUPS,18
HONEYDEW CUPS (3# CASE),FM,Honeydews,No,Foodservice,8ct FRUIT CUPS,15
KIWI CUPS (3# CASE),FM,"Kiwi, Bulk",No,Foodservice,8ct FRUIT CUPS,19
MANGO CUPS (3# CASE),FM,Mangoes,No,Foodservice,8ct FRUIT CUPS,6
ORANGES CUPS (3# CASE),FM,"Oranges, 113 ct",No,Foodservice,8ct FRUIT CUPS,40
PEARS CUPS (3# CASE),FM,"Pears, Green",No,Foodservice,8ct FRUIT CUPS,29
PINEAPPLES CUPS (3# CASE),FM,Pineapples,No,Foodservice,8ct FRUIT CUPS,8.5
STRAWBERIES CUPS (3# CASE),FM,Strawberries ,No,Foodservice,8ct FRUIT CUPS,7.5
WATERMELON CUPS (3# CASE),FM,"Watermelon, (IND)",No,Foodservice,8ct FRUIT CUPS,8
FRUIT MIX (3# CASE),FM,Fruit Mix ,No,Foodservice,8ct FRUIT CUPS,4
TROPICAL MIX (3#CASE),TMS,Tropical Mix,No,Foodservice,8ct FRUIT CUPS,3
